hour,datetime,p_import_mw,p_export_mw,p_dg_mw,p_ely_mw,p_fc_mw,soc_mwh,strategy
2835,2022-04-29 03:00:00,1.81,0.00,0.00,0.00,0.00,4.37,IMPORT
2836,2022-04-29 04:00:00,3.17,0.00,0.00,0.00,0.00,4.37,IMPORT
2837,2022-04-29 05:00:00,5.91,0.00,0.00,0.00,0.00,4.37,IMPORT
2838,2022-04-29 06:00:00,3.67,0.00,0.00,0.00,0.00,4.37,IMPORT
2839,2022-04-29 07:00:00,2.92,0.00,0.00,0.00,0.00,4.37,IMPORT
2840,2022-04-29 08:00:00,3.04,0.00,0.00,0.00,0.00,4.37,IMPORT
2841,2022-04-29 09:00:00,2.75,0.00,0.00,0.00,0.00,4.37,IMPORT
2842,2022-04-29 10:00:00,3.94,0.00,0.00,0.00,0.00,4.37,IMPORT
2843,2022-04-29 11:00:00,3.39,0.00,0.00,0.00,0.00,4.37,IMPORT
2844,2022-04-29 12:00:00,5.67,0.00,0.00,0.00,0.00,4.37,IMPORT
2845,2022-04-29 13:00:00,3.38,0.00,0.00,0.00,0.00,4.37,IMPORT
2846,2022-04-29 14:00:00,5.66,0.00,0.00,0.00,0.00,4.37,IMPORT
2847,2022-04-29 15:00:00,4.10,0.00,0.00,0.00,0.00,4.37,IMPORT
2848,2022-04-29 16:00:00,4.17,0.00,0.00,0.00,0.00,4.37,IMPORT
2849,2022-04-29 17:00:00,8.28,0.00,0.00,0.00,0.00,4.37,IMPORT
2850,2022-04-29 18:00:00,4.35,0.00,0.00,0.00,0.00,4.37,IMPORT
2851,2022-04-29 19:00:00,3.58,0.00,0.00,0.00,0.00,4.37,IMPORT
2852,2022-04-29 20:00:00,4.53,0.00,0.00,0.00,0.00,4.37,IMPORT
2853,2022-04-29 21:00:00,3.09,0.00,0.00,0.00,0.00,4.37,IMPORT
2854,2022-04-29 22:00:00,4.82,0.00,0.00,0.00,0.00,4.37,IMPORT
2855,2022-04-29 23:00:00,4.70,0.00,0.00,0.00,0.00,4.37,IMPORT
2856,2022-04-30 00:00:00,3.75,0.00,0.00,0.00,0.00,4.37,IMPORT
2857,2022-04-30 01:00:00,3.08,0.00,0.00,0.00,0.00,4.37,IMPORT
2858,2022-04-30 02:00:00,2.06,0.00,0.00,0.00,0.00,4.37,IMPORT
2859,2022-04-30 03:00:00,5.00,0.00,0.00,0.00,0.00,4.37,IMPORT
2860,2022-04-30 04:00:00,6.13,0.00,0.00,0.00,0.00,4.37,IMPORT
2861,2022-04-30 05:00:00,6.71,0.00,0.00,0.00,0.00,4.37,IMPORT
2862,2022-04-30 06:00:00,4.94,0.00,0.00,0.00,0.00,4.37,IMPORT
2863,2022-04-30 07:00:00,5.90,0.00,0.00,0.00,0.00,4.37,IMPORT
2864,2022-04-30 08:00:00,4.97,0.00,0.00,0.00,0.00,4.37,IMPORT
2865,2022-04-30 09:00:00,7.70,0.00,0.00,0.00,0.00,4.37,IMPORT
2866,2022-04-30 10:00:00,5.73,0.00,0.00,0.00,0.00,4.37,IMPORT
2867,2022-04-30 11:00:00,2.44,0.00,0.00,0.00,0.00,4.37,IMPORT
2868,2022-04-30 12:00:00,3.50,0.00,0.00,0.00,0.00,4.37,IMPORT
2869,2022-04-30 13:00:00,6.21,0.00,0.00,0.00,0.00,4.37,IMPORT
2870,2022-04-30 14:00:00,6.54,0.00,0.00,0.00,0.00,4.37,IMPORT
2871,2022-04-30 15:00:00,3.12,0.00,0.00,0.00,0.00,4.37,IMPORT
2872,2022-04-30 16:00:00,6.57,0.00,0.00,0.00,0.00,4.37,IMPORT
2873,2022-04-30 17:00:00,4.06,0.00,0.00,0.00,0.00,4.37,IMPORT
2874,2022-04-30 18:00:00,2.49,0.00,0.00,0.00,0.00,4.37,IMPORT
2875,2022-04-30 19:00:00,1.99,0.00,0.00,0.00,0.00,4.37,IMPORT
2876,2022-04-30 20:00:00,4.97,0.00,0.00,0.00,0.00,4.37,IMPORT
2877,2022-04-30 21:00:00,2.72,0.00,0.00,0.00,0.00,4.37,IMPORT
2878,2022-04-30 22:00:00,1.38,0.00,0.00,0.00,2.62,0.00,IMPORT+FC
2879,2022-04-30 23:00:00,3.64,0.00,0.00,0.00,0.00,0.00,IMPORT
2880,2022-05-01 00:00:00,4.23,0.00,0.00,0.00,0.00,0.00,IMPORT
2881,2022-05-01 01:00:00,2.58,0.00,0.00,0.00,0.00,0.00,IMPORT
2882,2022-05-01 02:00:00,2.11,0.00,0.00,0.00,0.00,0.00,IMPORT
2883,2022-05-01 03:00:00,2.11,0.00,0.00,0.00,0.00,0.00,IMPORT
2884,2022-05-01 04:00:00,3.97,0.00,0.00,0.00,0.00,0.00,IMPORT
2885,2022-05-01 05:00:00,5.88,0.00,0.00,0.00,0.00,0.00,IMPORT
2886,2022-05-01 06:00:00,6.53,0.00,0.00,0.00,0.00,0.00,IMPORT
2887,2022-05-01 07:00:00,3.58,0.00,0.00,0.00,0.00,0.00,IMPORT
2888,2022-05-01 08:00:00,3.13,0.00,0.00,0.00,0.00,0.00,IMPORT
2889,2022-05-01 09:00:00,5.80,0.00,0.00,0.00,0.00,0.00,IMPORT
2890,2022-05-01 10:00:00,5.15,0.00,0.00,0.00,0.00,0.00,IMPORT
2891,2022-05-01 11:00:00,4.11,0.00,0.00,0.00,0.00,0.00,IMPORT
2892,2022-05-01 12:00:00,5.82,0.00,0.00,0.00,0.00,0.00,IMPORT
2893,2022-05-01 13:00:00,5.45,0.00,0.00,0.00,0.00,0.00,IMPORT
2894,2022-05-01 14:00:00,5.49,0.00,0.00,0.00,0.00,0.00,IMPORT
2895,2022-05-01 15:00:00,7.58,0.00,0.00,0.00,0.00,0.00,IMPORT
2896,2022-05-01 16:00:00,6.36,0.00,0.00,0.00,0.00,0.00,IMPORT
2897,2022-05-01 17:00:00,3.90,0.00,0.00,0.00,0.00,0.00,IMPORT
2898,2022-05-01 18:00:00,0.80,0.00,0.00,0.00,0.00,0.00,IMPORT
2899,2022-05-01 19:00:00,3.55,0.00,0.00,0.00,0.00,0.00,IMPORT
2900,2022-05-01 20:00:00,3.36,0.00,0.00,0.00,0.00,0.00,IMPORT
2901,2022-05-01 21:00:00,3.97,0.00,0.00,0.00,0.00,0.00,IMPORT
2902,2022-05-01 22:00:00,4.26,0.00,0.00,0.00,0.00,0.00,IMPORT
2903,2022-05-01 23:00:00,3.16,0.00,0.00,0.00,0.00,0.00,IMPORT
2904,2022-05-02 00:00:00,2.84,0.00,0.00,0.00,0.00,0.00,IMPORT
2905,2022-05-02 01:00:00,2.70,0.00,0.00,0.00,0.00,0.00,IMPORT
2906,2022-05-02 02:00:00,3.09,0.00,0.00,0.00,0.00,0.00,IMPORT
2907,2022-05-02 03:00:00,1.56,0.00,0.00,0.00,0.00,0.00,IMPORT
2908,2022-05-02 04:00:00,2.27,0.00,0.00,0.00,0.00,0.00,IMPORT
2909,2022-05-02 05:00:00,5.54,0.00,0.00,0.00,0.00,0.00,IMPORT
2910,2022-05-02 06:00:00,4.89,0.00,0.00,0.00,0.00,0.00,IMPORT
2911,2022-05-02 07:00:00,3.78,0.00,0.00,0.00,0.00,0.00,IMPORT
2912,2022-05-02 08:00:00,4.43,0.00,0.00,0.00,0.00,0.00,IMPORT
2913,2022-05-02 09:00:00,4.22,0.00,0.00,0.00,0.00,0.00,IMPORT
2914,2022-05-02 10:00:00,2.73,0.00,0.00,0.00,0.00,0.00,IMPORT
2915,2022-05-02 11:00:00,1.98,0.00,0.00,0.00,0.00,0.00,IMPORT
2916,2022-05-02 12:00:00,1.86,0.00,0.00,0.00,0.00,0.00,IMPORT
2917,2022-05-02 13:00:00,2.07,0.00,0.00,0.00,0.00,0.00,IMPORT
2918,2022-05-02 14:00:00,3.66,0.00,0.00,0.00,0.00,0.00,IMPORT
2919,2022-05-02 15:00:00,1.90,0.00,0.00,0.00,0.00,0.00,IMPORT
2920,2022-05-02 16:00:00,1.99,0.00,0.00,0.00,0.00,0.00,IMPORT
2921,2022-05-02 17:00:00,2.31,0.00,0.00,0.00,0.00,0.00,IMPORT
2922,2022-05-02 18:00:00,0.00,1.24,0.00,0.00,0.00,0.00,EXPORT
2923,2022-05-02 19:00:00,0.44,0.00,0.00,0.00,0.00,0.00,IMPORT
2924,2022-05-02 20:00:00,0.08,0.00,0.00,0.00,0.00,0.00,RES
2925,2022-05-02 21:00:00,0.00,0.73,0.00,0.00,0.00,0.00,EXPORT
2926,2022-05-02 22:00:00,2.25,0.00,0.00,0.00,0.00,0.00,IMPORT
2927,2022-05-02 23:00:00,2.15,0.00,0.00,0.00,0.00,0.00,IMPORT
2928,2022-05-03 00:00:00,1.68,0.00,0.00,0.00,0.00,0.00,IMPORT
2929,2022-05-03 01:00:00,3.51,0.00,0.00,0.00,0.00,0.00,IMPORT
2930,2022-05-03 02:00:00,3.67,0.00,0.00,0.00,0.00,0.00,IMPORT
2931,2022-05-03 03:00:00,2.59,0.00,0.00,0.00,0.00,0.00,IMPORT
2932,2022-05-03 04:00:00,5.63,0.00,0.00,0.00,0.00,0.00,IMPORT
2933,2022-05-03 05:00:00,7.62,0.00,0.00,0.00,0.00,0.00,IMPORT
2934,2022-05-03 06:00:00,6.63,0.00,0.00,0.00,0.00,0.00,IMPORT
2935,2022-05-03 07:00:00,5.10,0.00,0.00,0.00,0.00,0.00,IMPORT
2936,2022-05-03 08:00:00,4.78,0.00,0.00,0.00,0.00,0.00,IMPORT
2937,2022-05-03 09:00:00,8.27,0.00,0.00,0.00,0.00,0.00,IMPORT
2938,2022-05-03 10:00:00,6.82,0.00,0.00,0.00,0.00,0.00,IMPORT
2939,2022-05-03 11:00:00,6.69,0.00,0.00,0.00,0.00,0.00,IMPORT
2940,2022-05-03 12:00:00,6.73,0.00,0.00,0.00,0.00,0.00,IMPORT
2941,2022-05-03 13:00:00,5.06,0.00,0.00,0.00,0.00,0.00,IMPORT
2942,2022-05-03 14:00:00,6.23,0.00,0.00,0.00,0.00,0.00,IMPORT
2943,2022-05-03 15:00:00,5.10,0.00,0.00,0.00,0.00,0.00,IMPORT
2944,2022-05-03 16:00:00,7.26,0.00,0.00,0.00,0.00,0.00,IMPORT
2945,2022-05-03 17:00:00,6.66,0.00,0.00,0.00,0.00,0.00,IMPORT
2946,2022-05-03 18:00:00,5.71,0.00,0.00,0.00,0.00,0.00,IMPORT
2947,2022-05-03 19:00:00,5.51,0.00,0.00,0.00,0.00,0.00,IMPORT
2948,2022-05-03 20:00:00,7.54,0.00,0.00,0.00,0.00,0.00,IMPORT
2949,2022-05-03 21:00:00,4.33,0.00,0.00,0.00,0.00,0.00,IMPORT
2950,2022-05-03 22:00:00,5.68,0.00,0.00,0.00,0.00,0.00,IMPORT
2951,2022-05-03 23:00:00,5.88,0.00,0.00,0.00,0.00,0.00,IMPORT
2952,2022-05-04 00:00:00,3.64,0.00,0.00,0.00,0.00,0.00,IMPORT
2953,2022-05-04 01:00:00,4.95,0.00,0.00,0.00,0.00,0.00,IMPORT
2954,2022-05-04 02:00:00,5.73,0.00,0.00,0.00,0.00,0.00,IMPORT
2955,2022-05-04 03:00:00,2.94,0.00,0.00,0.00,0.00,0.00,IMPORT
2956,2022-05-04 04:00:00,6.07,0.00,0.00,0.00,0.00,0.00,IMPORT
2957,2022-05-04 05:00:00,3.95,0.00,0.00,0.00,0.00,0.00,IMPORT
2958,2022-05-04 06:00:00,3.11,0.00,0.00,0.00,0.00,0.00,IMPORT
2959,2022-05-04 07:00:00,2.93,0.00,0.00,0.00,0.00,0.00,IMPORT
2960,2022-05-04 08:00:00,3.68,0.00,0.00,0.00,0.00,0.00,IMPORT
2961,2022-05-04 09:00:00,4.03,0.00,0.00,0.00,0.00,0.00,IMPORT
2962,2022-05-04 10:00:00,2.08,0.00,0.00,0.00,0.00,0.00,IMPORT
2963,2022-05-04 11:00:00,0.49,0.00,0.00,0.00,0.00,0.00,IMPORT
2964,2022-05-04 12:00:00,0.00,0.16,0.00,0.00,0.00,0.00,EXPORT
2965,2022-05-04 13:00:00,0.00,0.00,0.00,1.45,0.00,1.01,ELY
2966,2022-05-04 14:00:00,0.00,0.00,0.00,1.00,0.00,1.71,ELY
2967,2022-05-04 15:00:00,0.00,0.40,0.00,0.00,0.00,1.71,EXPORT
2968,2022-05-04 16:00:00,1.61,0.00,0.00,0.00,0.00,1.71,IMPORT
2969,2022-05-04 17:00:00,1.65,0.00,0.00,0.00,0.00,1.71,IMPORT
2970,2022-05-04 18:00:00,0.34,0.00,0.00,0.00,0.00,1.71,IMPORT
2971,2022-05-04 19:00:00,2.95,0.00,0.00,0.00,0.00,1.71,IMPORT
2972,2022-05-04 20:00:00,1.95,0.00,0.00,0.00,0.00,1.71,IMPORT
2973,2022-05-04 21:00:00,2.05,0.00,0.00,0.00,0.00,1.71,IMPORT
2974,2022-05-04 22:00:00,0.46,0.00,0.00,0.00,0.82,0.35,IMPORT+FC
2975,2022-05-04 23:00:00,1.52,0.00,0.00,0.00,0.00,0.35,IMPORT
2976,2022-05-05 00:00:00,0.56,0.00,0.00,0.00,0.00,0.35,IMPORT
2977,2022-05-05 01:00:00,1.30,0.00,0.00,0.00,0.00,0.35,IMPORT
2978,2022-05-05 02:00:00,0.00,0.00,0.00,3.41,0.00,2.74,ELY
2979,2022-05-05 03:00:00,0.00,1.30,0.00,7.00,0.00,7.64,EXPORT+ELY
2980,2022-05-05 04:00:00,0.00,5.11,0.00,0.00,0.00,7.64,EXPORT
2981,2022-05-05 05:00:00,0.00,7.63,0.00,0.00,0.00,7.64,EXPORT
2982,2022-05-05 06:00:00,0.00,8.68,0.00,0.00,0.00,7.64,EXPORT
2983,2022-05-05 07:00:00,0.00,6.83,0.00,0.00,0.00,7.64,EXPORT
2984,2022-05-05 08:00:00,0.00,4.09,0.00,0.00,0.00,7.64,EXPORT
2985,2022-05-05 09:00:00,0.00,2.81,0.00,0.00,0.00,7.64,EXPORT
2986,2022-05-05 10:00:00,0.00,5.46,0.00,0.00,0.00,7.64,EXPORT
2987,2022-05-05 11:00:00,0.00,0.00,0.00,4.02,0.00,10.46,ELY
2988,2022-05-05 12:00:00,0.74,0.00,0.00,0.00,0.00,10.46,IMPORT
2989,2022-05-05 13:00:00,0.60,0.00,0.00,0.00,0.00,10.46,IMPORT
2990,2022-05-05 14:00:00,1.17,0.00,0.00,0.00,0.00,10.46,IMPORT
2991,2022-05-05 15:00:00,1.50,0.00,0.00,0.00,0.00,10.46,IMPORT
2992,2022-05-05 16:00:00,0.14,0.00,0.00,0.00,0.00,10.46,IMPORT
2993,2022-05-05 17:00:00,3.25,0.00,0.00,0.00,0.00,10.46,IMPORT
2994,2022-05-05 18:00:00,1.45,0.00,0.00,0.00,0.00,10.46,IMPORT
2995,2022-05-05 19:00:00,0.85,0.00,0.00,0.00,0.00,10.46,IMPORT
2996,2022-05-05 20:00:00,3.30,0.00,0.00,0.00,1.25,8.38,IMPORT+FC
2997,2022-05-05 21:00:00,2.29,0.00,0.00,0.00,0.80,7.04,IMPORT+FC
2998,2022-05-05 22:00:00,4.81,0.00,0.00,0.00,0.00,7.04,IMPORT
2999,2022-05-05 23:00:00,4.26,0.00,0.00,0.00,0.00,7.04,IMPORT
3000,2022-05-06 00:00:00,3.72,0.00,0.00,0.00,0.00,7.04,IMPORT
3001,2022-05-06 01:00:00,3.81,0.00,0.00,0.00,0.00,7.04,IMPORT
3002,2022-05-06 02:00:00,4.38,0.00,0.00,0.00,0.00,7.04,IMPORT
3003,2022-05-06 03:00:00,3.80,0.00,0.00,0.00,0.00,7.04,IMPORT
3004,2022-05-06 04:00:00,4.17,0.00,0.00,0.00,0.00,7.04,IMPORT
3005,2022-05-06 05:00:00,6.75,0.00,0.00,0.00,0.00,7.04,IMPORT
3006,2022-05-06 06:00:00,5.82,0.00,0.00,0.00,0.00,7.04,IMPORT
3007,2022-05-06 07:00:00,3.72,0.00,0.00,0.00,0.77,5.76,IMPORT+FC
3008,2022-05-06 08:00:00,3.53,0.00,0.00,0.00,0.00,5.76,IMPORT
3009,2022-05-06 09:00:00,5.57,0.00,0.00,0.00,0.00,5.76,IMPORT
3010,2022-05-06 10:00:00,5.20,0.00,0.00,0.00,0.00,5.76,IMPORT
3011,2022-05-06 11:00:00,3.40,0.00,0.00,0.00,0.00,5.76,IMPORT
3012,2022-05-06 12:00:00,4.36,0.00,0.00,0.00,0.00,5.76,IMPORT
3013,2022-05-06 13:00:00,3.91,0.00,0.00,0.00,0.00,5.76,IMPORT
3014,2022-05-06 14:00:00,7.11,0.00,0.00,0.00,0.00,5.76,IMPORT
3015,2022-05-06 15:00:00,4.92,0.00,0.00,0.00,0.00,5.76,IMPORT
3016,2022-05-06 16:00:00,6.01,0.00,0.00,0.00,0.00,5.76,IMPORT
3017,2022-05-06 17:00:00,3.15,0.00,0.00,0.00,0.00,5.76,IMPORT
3018,2022-05-06 18:00:00,5.42,0.00,0.00,0.00,0.00,5.76,IMPORT
3019,2022-05-06 19:00:00,5.53,0.00,0.00,0.00,0.00,5.76,IMPORT
3020,2022-05-06 20:00:00,5.69,0.00,0.00,0.00,0.00,5.76,IMPORT
3021,2022-05-06 21:00:00,4.23,0.00,0.00,0.00,0.00,5.76,IMPORT
3022,2022-05-06 22:00:00,4.62,0.00,0.00,0.00,0.00,5.76,IMPORT
3023,2022-05-06 23:00:00,6.42,0.00,0.00,0.00,0.00,5.76,IMPORT
3024,2022-05-07 00:00:00,5.24,0.00,0.00,0.00,0.00,5.76,IMPORT
3025,2022-05-07 01:00:00,3.56,0.00,0.00,0.00,0.00,5.76,IMPORT
3026,2022-05-07 02:00:00,4.81,0.00,0.00,0.00,0.00,5.76,IMPORT
3027,2022-05-07 03:00:00,3.47,0.00,0.00,0.00,0.00,5.76,IMPORT
3028,2022-05-07 04:00:00,5.93,0.00,0.00,0.00,0.00,5.76,IMPORT
3029,2022-05-07 05:00:00,4.55,0.00,0.00,0.00,0.00,5.76,IMPORT
3030,2022-05-07 06:00:00,4.38,0.00,0.00,0.00,0.00,5.76,IMPORT
3031,2022-05-07 07:00:00,4.71,0.00,0.00,0.00,0.00,5.76,IMPORT
3032,2022-05-07 08:00:00,3.76,0.00,0.00,0.00,0.00,5.76,IMPORT
3033,2022-05-07 09:00:00,5.82,0.00,0.00,0.00,0.00,5.76,IMPORT
3034,2022-05-07 10:00:00,5.37,0.00,0.00,0.00,0.00,5.76,IMPORT
3035,2022-05-07 11:00:00,4.32,0.00,0.00,0.00,0.00,5.76,IMPORT
3036,2022-05-07 12:00:00,3.29,0.00,0.00,0.00,0.00,5.76,IMPORT
3037,2022-05-07 13:00:00,5.62,0.00,0.00,0.00,0.00,5.76,IMPORT
3038,2022-05-07 14:00:00,3.40,0.00,0.00,0.00,0.00,5.76,IMPORT
3039,2022-05-07 15:00:00,2.65,0.00,0.00,0.00,0.00,5.76,IMPORT
3040,2022-05-07 16:00:00,4.92,0.00,0.00,0.00,0.00,5.76,IMPORT
3041,2022-05-07 17:00:00,1.31,0.00,0.00,0.00,0.00,5.76,IMPORT
3042,2022-05-07 18:00:00,5.31,0.00,0.00,0.00,0.00,5.76,IMPORT
3043,2022-05-07 19:00:00,3.67,0.00,0.00,0.00,0.79,4.45,IMPORT+FC
3044,2022-05-07 20:00:00,1.71,0.00,0.00,0.00,0.00,4.45,IMPORT
3045,2022-05-07 21:00:00,0.19,0.00,0.00,0.00,2.67,0.00,IMPORT+FC
3046,2022-05-07 22:00:00,3.36,0.00,0.00,0.00,0.00,0.00,IMPORT
3047,2022-05-07 23:00:00,4.17,0.00,0.00,0.00,0.00,0.00,IMPORT
3048,2022-05-08 00:00:00,2.46,0.00,0.00,0.00,0.00,0.00,IMPORT
3049,2022-05-08 01:00:00,3.29,0.00,0.00,0.00,0.00,0.00,IMPORT
3050,2022-05-08 02:00:00,1.05,0.00,0.00,0.00,0.00,0.00,IMPORT
3051,2022-05-08 03:00:00,1.67,0.00,0.00,0.00,0.00,0.00,IMPORT
3052,2022-05-08 04:00:00,1.22,0.00,0.00,0.00,0.00,0.00,IMPORT
3053,2022-05-08 05:00:00,6.01,0.00,0.00,0.00,0.00,0.00,IMPORT
3054,2022-05-08 06:00:00,4.40,0.00,0.00,0.00,0.00,0.00,IMPORT
3055,2022-05-08 07:00:00,2.20,0.00,0.00,0.00,0.00,0.00,IMPORT
3056,2022-05-08 08:00:00,2.90,0.00,0.00,0.00,0.00,0.00,IMPORT
3057,2022-05-08 09:00:00,1.80,0.00,0.00,0.00,0.00,0.00,IMPORT
3058,2022-05-08 10:00:00,3.98,0.00,0.00,0.00,0.00,0.00,IMPORT
3059,2022-05-08 11:00:00,3.72,0.00,0.00,0.00,0.00,0.00,IMPORT
3060,2022-05-08 12:00:00,3.52,0.00,0.00,0.00,0.00,0.00,IMPORT
3061,2022-05-08 13:00:00,4.51,0.00,0.00,0.00,0.00,0.00,IMPORT
3062,2022-05-08 14:00:00,0.97,0.00,0.00,0.00,0.00,0.00,IMPORT
3063,2022-05-08 15:00:00,0.00,0.50,0.00,0.00,0.00,0.00,EXPORT
3064,2022-05-08 16:00:00,3.17,0.00,0.00,0.00,0.00,0.00,IMPORT
3065,2022-05-08 17:00:00,1.61,0.00,0.00,0.00,0.00,0.00,IMPORT
3066,2022-05-08 18:00:00,2.00,0.00,0.00,0.00,0.00,0.00,IMPORT
3067,2022-05-08 19:00:00,0.81,0.00,0.00,0.00,0.00,0.00,IMPORT
3068,2022-05-08 20:00:00,0.95,0.00,0.00,0.00,0.00,0.00,IMPORT
3069,2022-05-08 21:00:00,2.57,0.00,0.00,0.00,0.00,0.00,IMPORT
3070,2022-05-08 22:00:00,1.76,0.00,0.00,0.00,0.00,0.00,IMPORT
3071,2022-05-08 23:00:00,1.60,0.00,0.00,0.00,0.00,0.00,IMPORT
3072,2022-05-09 00:00:00,3.11,0.00,0.00,0.00,0.00,0.00,IMPORT
3073,2022-05-09 01:00:00,4.08,0.00,0.00,0.00,0.00,0.00,IMPORT
3074,2022-05-09 02:00:00,3.14,0.00,0.00,0.00,0.00,0.00,IMPORT
3075,2022-05-09 03:00:00,1.87,0.00,0.00,0.00,0.00,0.00,IMPORT
3076,2022-05-09 04:00:00,5.64,0.00,0.00,0.00,0.00,0.00,IMPORT
3077,2022-05-09 05:00:00,4.74,0.00,0.00,0.00,0.00,0.00,IMPORT
3078,2022-05-09 06:00:00,4.04,0.00,0.00,0.00,0.00,0.00,IMPORT
3079,2022-05-09 07:00:00,1.76,0.00,0.00,0.00,0.00,0.00,IMPORT
3080,2022-05-09 08:00:00,4.18,0.00,0.00,0.00,0.00,0.00,IMPORT
3081,2022-05-09 09:00:00,4.62,0.00,0.00,0.00,0.00,0.00,IMPORT
3082,2022-05-09 10:00:00,4.50,0.00,0.00,0.00,0.00,0.00,IMPORT
3083,2022-05-09 11:00:00,3.45,0.00,0.00,0.00,0.00,0.00,IMPORT
3084,2022-05-09 12:00:00,5.09,0.00,0.00,0.00,0.00,0.00,IMPORT
3085,2022-05-09 13:00:00,3.54,0.00,0.00,0.00,0.00,0.00,IMPORT
3086,2022-05-09 14:00:00,6.25,0.00,0.00,0.00,0.00,0.00,IMPORT
3087,2022-05-09 15:00:00,3.18,0.00,0.00,0.00,0.00,0.00,IMPORT
3088,2022-05-09 16:00:00,3.64,0.00,0.00,0.00,0.00,0.00,IMPORT
3089,2022-05-09 17:00:00,3.83,0.00,0.00,0.00,0.00,0.00,IMPORT
3090,2022-05-09 18:00:00,4.88,0.00,0.00,0.00,0.00,0.00,IMPORT
3091,2022-05-09 19:00:00,3.55,0.00,0.00,0.00,0.00,0.00,IMPORT
3092,2022-05-09 20:00:00,5.47,0.00,0.00,0.00,0.00,0.00,IMPORT
3093,2022-05-09 21:00:00,2.14,0.00,0.00,0.00,0.00,0.00,IMPORT
3094,2022-05-09 22:00:00,2.65,0.00,0.00,0.00,0.00,0.00,IMPORT
3095,2022-05-09 23:00:00,4.96,0.00,0.00,0.00,0.00,0.00,IMPORT
3096,2022-05-10 00:00:00,2.76,0.00,0.00,0.00,0.00,0.00,IMPORT
3097,2022-05-10 01:00:00,3.97,0.00,0.00,0.00,0.00,0.00,IMPORT
3098,2022-05-10 02:00:00,4.28,0.00,0.00,0.00,0.00,0.00,IMPORT
3099,2022-05-10 03:00:00,3.93,0.00,0.00,0.00,0.00,0.00,IMPORT
3100,2022-05-10 04:00:00,3.67,0.00,0.00,0.00,0.00,0.00,IMPORT
3101,2022-05-10 05:00:00,7.39,0.00,0.00,0.00,0.00,0.00,IMPORT
3102,2022-05-10 06:00:00,6.70,0.00,0.00,0.00,0.00,0.00,IMPORT
3103,2022-05-10 07:00:00,5.76,0.00,0.00,0.00,0.00,0.00,IMPORT
3104,2022-05-10 08:00:00,5.26,0.00,0.00,0.00,0.00,0.00,IMPORT
3105,2022-05-10 09:00:00,7.98,0.00,0.00,0.00,0.00,0.00,IMPORT
3106,2022-05-10 10:00:00,4.19,0.00,0.00,0.00,0.00,0.00,IMPORT
3107,2022-05-10 11:00:00,3.05,0.00,0.00,0.00,0.00,0.00,IMPORT
3108,2022-05-10 12:00:00,4.99,0.00,0.00,0.00,0.00,0.00,IMPORT
3109,2022-05-10 13:00:00,2.30,0.00,0.00,0.00,0.00,0.00,IMPORT
3110,2022-05-10 14:00:00,2.18,0.00,0.00,0.00,0.00,0.00,IMPORT
3111,2022-05-10 15:00:00,3.42,0.00,0.00,0.00,0.00,0.00,IMPORT
3112,2022-05-10 16:00:00,4.46,0.00,0.00,0.00,0.00,0.00,IMPORT
3113,2022-05-10 17:00:00,5.80,0.00,0.00,0.00,0.00,0.00,IMPORT
3114,2022-05-10 18:00:00,6.24,0.00,0.00,0.00,0.00,0.00,IMPORT
3115,2022-05-10 19:00:00,3.79,0.00,0.00,0.00,0.00,0.00,IMPORT
3116,2022-05-10 20:00:00,3.42,0.00,0.00,0.00,0.00,0.00,IMPORT
3117,2022-05-10 21:00:00,6.81,0.00,0.00,0.00,0.00,0.00,IMPORT
3118,2022-05-10 22:00:00,4.07,0.00,0.00,0.00,0.00,0.00,IMPORT
3119,2022-05-10 23:00:00,4.36,0.00,0.00,0.00,0.00,0.00,IMPORT
3120,2022-05-11 00:00:00,3.86,0.00,0.00,0.00,0.00,0.00,IMPORT
3121,2022-05-11 01:00:00,1.76,0.00,0.00,0.00,0.00,0.00,IMPORT
3122,2022-05-11 02:00:00,3.25,0.00,0.00,0.00,0.00,0.00,IMPORT
3123,2022-05-11 03:00:00,1.43,0.00,0.00,0.00,0.00,0.00,IMPORT
3124,2022-05-11 04:00:00,3.68,0.00,0.00,0.00,0.00,0.00,IMPORT
3125,2022-05-11 05:00:00,5.32,0.00,0.00,0.00,0.00,0.00,IMPORT
3126,2022-05-11 06:00:00,1.72,0.00,0.00,0.00,0.00,0.00,IMPORT
3127,2022-05-11 07:00:00,4.43,0.00,0.00,0.00,0.00,0.00,IMPORT
3128,2022-05-11 08:00:00,1.42,0.00,0.00,0.00,0.00,0.00,IMPORT
3129,2022-05-11 09:00:00,1.24,0.00,0.00,0.00,0.00,0.00,IMPORT
3130,2022-05-11 10:00:00,0.02,0.00,0.00,0.70,0.00,0.49,ELY
3131,2022-05-11 11:00:00,0.05,0.00,0.00,0.00,0.00,0.49,RES
3132,2022-05-11 12:00:00,0.00,0.00,0.00,1.67,0.00,1.66,ELY
3133,2022-05-11 13:00:00,0.00,0.00,0.00,2.63,0.00,3.50,ELY
3134,2022-05-11 14:00:00,0.00,0.00,0.00,1.09,0.00,4.26,ELY
3135,2022-05-11 15:00:00,0.00,2.45,0.00,0.00,0.00,4.26,EXPORT
3136,2022-05-11 16:00:00,0.00,0.65,0.00,0.00,0.00,4.26,EXPORT
3137,2022-05-11 17:00:00,1.61,0.00,0.00,0.00,0.00,4.26,IMPORT
