hour,Datetime,Load_MW,PV_MW,Wind_MW,Import_MW,Export_MW,DG_MW,ELY_MW,FC_MW,H2_SOC_MWh,Strategy
5480,2022-08-17 08:00:00,5.16,1.56,0.04,19.57,16.00,0.00,0.00,0.00,0.00,IMPORT 19.6MW + EXPORT 16.0MW
5481,2022-08-17 09:00:00,4.89,2.10,0.04,2.75,0.00,0.00,0.00,0.00,0.00,IMPORT 2.7MW
5482,2022-08-17 10:00:00,5.67,2.59,0.06,3.02,0.00,0.00,0.00,0.00,0.00,IMPORT 3.0MW
5483,2022-08-17 11:00:00,5.26,3.15,0.16,1.96,0.00,0.00,0.00,0.00,0.00,IMPORT 2.0MW
5484,2022-08-17 12:00:00,3.82,3.19,0.26,0.36,0.00,0.00,0.00,0.00,0.00,IMPORT 0.4MW
5485,2022-08-17 13:00:00,2.20,2.81,0.44,0.00,1.06,0.00,0.00,0.00,0.00,EXPORT 1.1MW
5486,2022-08-17 14:00:00,4.45,2.25,0.72,1.47,0.00,0.00,0.00,0.00,0.00,IMPORT 1.5MW
5487,2022-08-17 15:00:00,4.39,2.04,0.93,17.43,16.00,0.00,0.00,0.00,0.00,IMPORT 17.4MW + EXPORT 16.0MW
5488,2022-08-17 16:00:00,3.79,1.53,0.95,17.31,16.00,0.00,0.00,0.00,0.00,IMPORT 17.3MW + EXPORT 16.0MW
5489,2022-08-17 17:00:00,5.40,0.83,0.95,19.62,16.00,0.00,0.00,0.00,0.00,IMPORT 19.6MW + EXPORT 16.0MW
5490,2022-08-17 18:00:00,2.53,0.31,0.95,17.26,16.00,0.00,0.00,0.00,0.00,IMPORT 17.3MW + EXPORT 16.0MW
5491,2022-08-17 19:00:00,3.92,0.02,0.89,19.02,16.00,0.00,0.00,0.00,0.00,IMPORT 19.0MW + EXPORT 16.0MW
5492,2022-08-17 20:00:00,4.18,0.00,0.83,19.35,16.00,0.00,0.00,0.00,0.00,IMPORT 19.4MW + EXPORT 16.0MW
5493,2022-08-17 21:00:00,6.89,0.00,0.81,20.00,13.92,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.9MW
5494,2022-08-17 22:00:00,3.36,0.00,0.77,2.59,0.00,0.00,0.00,0.00,0.00,IMPORT 2.6MW
5495,2022-08-17 23:00:00,3.74,0.00,0.73,19.01,16.00,0.00,0.00,0.00,0.00,IMPORT 19.0MW + EXPORT 16.0MW
5496,2022-08-18 00:00:00,1.97,0.00,0.72,17.25,16.00,0.00,0.00,0.00,0.00,IMPORT 17.3MW + EXPORT 16.0MW
5497,2022-08-18 01:00:00,4.98,0.00,0.72,20.00,15.75,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 15.7MW
5498,2022-08-18 02:00:00,2.65,0.00,0.73,17.92,16.00,0.00,0.00,0.00,0.00,IMPORT 17.9MW + EXPORT 16.0MW
5499,2022-08-18 03:00:00,3.21,0.00,0.72,18.49,16.00,0.00,0.00,0.00,0.00,IMPORT 18.5MW + EXPORT 16.0MW
5500,2022-08-18 04:00:00,3.25,0.00,0.70,18.55,16.00,0.00,0.00,0.00,0.00,IMPORT 18.5MW + EXPORT 16.0MW
5501,2022-08-18 05:00:00,3.55,0.02,0.62,18.91,16.00,0.00,0.00,0.00,0.00,IMPORT 18.9MW + EXPORT 16.0MW
5502,2022-08-18 06:00:00,2.47,0.36,0.54,17.56,16.00,0.00,0.00,0.00,0.00,IMPORT 17.6MW + EXPORT 16.0MW
5503,2022-08-18 07:00:00,5.22,1.00,0.39,19.83,16.00,0.00,0.00,0.00,0.00,IMPORT 19.8MW + EXPORT 16.0MW
5504,2022-08-18 08:00:00,4.51,1.70,0.27,18.54,16.00,0.00,0.00,0.00,0.00,IMPORT 18.5MW + EXPORT 16.0MW
5505,2022-08-18 09:00:00,6.59,2.30,0.24,20.00,15.95,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 16.0MW
5506,2022-08-18 10:00:00,8.48,2.76,0.30,20.00,14.58,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.6MW
5507,2022-08-18 11:00:00,8.19,2.51,0.52,20.00,14.84,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.8MW
5508,2022-08-18 12:00:00,7.44,2.50,0.88,20.00,15.94,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 15.9MW
5509,2022-08-18 13:00:00,8.68,2.03,1.32,20.00,14.68,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.7MW
5510,2022-08-18 14:00:00,5.51,2.02,1.66,1.84,0.00,0.00,0.00,0.00,0.00,IMPORT 1.8MW
5511,2022-08-18 15:00:00,7.27,1.57,1.80,19.90,16.00,0.00,0.00,0.00,0.00,IMPORT 19.9MW + EXPORT 16.0MW
5512,2022-08-18 16:00:00,6.40,1.16,1.88,19.36,16.00,0.00,0.00,0.00,0.00,IMPORT 19.4MW + EXPORT 16.0MW
5513,2022-08-18 17:00:00,5.92,0.64,1.88,19.40,16.00,0.00,0.00,0.00,0.00,IMPORT 19.4MW + EXPORT 16.0MW
5514,2022-08-18 18:00:00,6.03,0.24,1.66,20.00,15.87,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 15.9MW
5515,2022-08-18 19:00:00,8.16,0.01,1.39,20.00,13.23,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.2MW
5516,2022-08-18 20:00:00,7.94,0.00,1.25,20.00,13.31,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.3MW
5517,2022-08-18 21:00:00,8.59,0.00,1.18,20.00,12.58,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 12.6MW
5518,2022-08-18 22:00:00,8.32,0.00,1.02,7.30,0.00,0.00,0.00,0.00,0.00,IMPORT 7.3MW
5519,2022-08-18 23:00:00,8.53,0.00,0.71,20.00,12.17,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 12.2MW
5520,2022-08-19 00:00:00,7.15,0.00,0.46,20.00,13.31,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.3MW
5521,2022-08-19 01:00:00,10.89,0.00,0.27,10.62,0.00,0.00,0.00,0.00,0.00,IMPORT 10.6MW
5522,2022-08-19 02:00:00,11.68,0.00,0.22,11.47,0.00,0.00,0.00,0.00,0.00,IMPORT 11.5MW
5523,2022-08-19 03:00:00,11.56,0.00,0.26,11.30,0.00,0.00,0.00,0.00,0.00,IMPORT 11.3MW
5524,2022-08-19 04:00:00,15.72,0.00,0.33,15.39,0.00,0.00,0.00,0.00,0.00,IMPORT 15.4MW
5525,2022-08-19 05:00:00,12.09,0.01,0.33,20.00,8.26,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 8.3MW
5526,2022-08-19 06:00:00,12.52,0.33,0.26,20.00,8.06,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 8.1MW
5527,2022-08-19 07:00:00,13.78,0.83,0.22,20.00,7.28,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 7.3MW
5528,2022-08-19 08:00:00,12.92,1.39,0.26,11.27,0.00,0.00,0.00,0.00,0.00,IMPORT 11.3MW
5529,2022-08-19 09:00:00,9.36,2.03,0.41,6.93,0.00,0.00,0.00,0.00,0.00,IMPORT 6.9MW
5530,2022-08-19 10:00:00,11.79,2.72,0.63,8.44,0.00,0.00,0.00,0.00,0.00,IMPORT 8.4MW
5531,2022-08-19 11:00:00,13.77,2.62,0.88,10.27,0.00,0.00,0.00,0.00,0.00,IMPORT 10.3MW
5532,2022-08-19 12:00:00,8.72,2.60,1.20,4.92,0.00,0.00,0.00,0.00,0.00,IMPORT 4.9MW
5533,2022-08-19 13:00:00,8.32,2.33,1.45,4.54,0.00,0.00,0.00,0.00,0.00,IMPORT 4.5MW
5534,2022-08-19 14:00:00,6.78,2.06,1.59,3.12,0.00,0.00,0.00,0.00,0.00,IMPORT 3.1MW
5535,2022-08-19 15:00:00,7.74,1.53,1.70,4.52,0.00,0.00,0.00,0.00,0.00,IMPORT 4.5MW
5536,2022-08-19 16:00:00,6.30,1.20,1.72,3.38,0.00,0.00,0.00,0.00,0.00,IMPORT 3.4MW
5537,2022-08-19 17:00:00,4.12,0.68,1.76,1.69,0.00,0.00,0.00,0.00,0.00,IMPORT 1.7MW
5538,2022-08-19 18:00:00,7.65,0.24,1.68,20.00,14.26,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.3MW
5539,2022-08-19 19:00:00,7.13,0.01,1.45,20.00,14.33,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.3MW
5540,2022-08-19 20:00:00,10.15,0.00,1.39,8.76,0.00,0.00,0.00,0.00,0.00,IMPORT 8.8MW
5541,2022-08-19 21:00:00,10.49,0.00,1.24,9.25,0.00,0.00,0.00,0.00,0.00,IMPORT 9.3MW
5542,2022-08-19 22:00:00,6.60,0.00,1.23,5.38,0.00,0.00,0.00,0.00,0.00,IMPORT 5.4MW
5543,2022-08-19 23:00:00,6.54,0.00,1.11,20.00,14.57,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.6MW
5544,2022-08-20 00:00:00,12.33,0.00,0.94,20.00,8.61,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 8.6MW
5545,2022-08-20 01:00:00,11.00,0.00,0.80,20.00,9.80,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 9.8MW
5546,2022-08-20 02:00:00,9.71,0.00,0.71,20.00,11.01,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 11.0MW
5547,2022-08-20 03:00:00,11.30,0.00,0.73,20.00,9.44,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 9.4MW
5548,2022-08-20 04:00:00,12.39,0.00,0.76,20.00,8.36,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 8.4MW
5549,2022-08-20 05:00:00,12.75,0.01,0.67,20.00,7.93,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 7.9MW
5550,2022-08-20 06:00:00,11.93,0.22,0.53,20.00,8.81,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 8.8MW
5551,2022-08-20 07:00:00,13.98,0.62,0.41,12.95,0.00,0.00,0.00,0.00,0.00,IMPORT 12.9MW
5552,2022-08-20 08:00:00,10.46,1.17,0.32,8.97,0.00,0.00,0.00,0.00,0.00,IMPORT 9.0MW
5553,2022-08-20 09:00:00,14.05,1.77,0.26,12.02,0.00,0.00,0.00,0.00,0.00,IMPORT 12.0MW
5554,2022-08-20 10:00:00,13.99,2.64,0.31,11.04,0.00,0.00,0.00,0.00,0.00,IMPORT 11.0MW
5555,2022-08-20 11:00:00,9.76,2.48,0.55,6.74,0.00,0.00,0.00,0.00,0.00,IMPORT 6.7MW
5556,2022-08-20 12:00:00,8.25,2.52,0.95,4.78,0.00,0.00,0.00,0.00,0.00,IMPORT 4.8MW
5557,2022-08-20 13:00:00,8.23,2.81,1.48,3.94,0.00,0.00,0.00,0.00,0.00,IMPORT 3.9MW
5558,2022-08-20 14:00:00,7.73,2.68,2.05,3.01,0.00,0.00,0.00,0.00,0.00,IMPORT 3.0MW
5559,2022-08-20 15:00:00,7.54,2.12,2.39,3.03,0.00,0.00,0.00,0.00,0.00,IMPORT 3.0MW
5560,2022-08-20 16:00:00,7.73,1.53,2.50,3.70,0.00,0.00,0.00,0.00,0.00,IMPORT 3.7MW
5561,2022-08-20 17:00:00,5.13,0.82,2.23,18.09,16.00,0.00,0.00,0.00,0.00,IMPORT 18.1MW + EXPORT 16.0MW
5562,2022-08-20 18:00:00,4.99,0.29,1.44,19.26,16.00,0.00,0.00,0.00,0.00,IMPORT 19.3MW + EXPORT 16.0MW
5563,2022-08-20 19:00:00,7.29,0.00,0.80,20.00,13.51,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.5MW
5564,2022-08-20 20:00:00,8.15,0.00,0.48,20.00,12.33,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 12.3MW
5565,2022-08-20 21:00:00,9.82,0.00,0.26,20.00,10.44,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 10.4MW
5566,2022-08-20 22:00:00,4.21,0.00,0.15,20.00,15.94,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 15.9MW
5567,2022-08-20 23:00:00,7.98,0.00,0.14,20.00,12.16,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 12.2MW
5568,2022-08-21 00:00:00,6.13,0.00,0.09,20.00,13.96,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.0MW
5569,2022-08-21 01:00:00,9.47,0.00,0.05,20.00,10.58,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 10.6MW
5570,2022-08-21 02:00:00,9.09,0.00,0.00,20.00,10.91,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 10.9MW
5571,2022-08-21 03:00:00,10.20,0.00,0.00,20.00,9.80,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 9.8MW
5572,2022-08-21 04:00:00,11.18,0.00,0.00,20.00,8.82,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 8.8MW
5573,2022-08-21 05:00:00,11.86,0.00,0.03,20.00,8.17,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 8.2MW
5574,2022-08-21 06:00:00,9.65,0.31,0.06,20.00,10.72,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 10.7MW
5575,2022-08-21 07:00:00,12.64,0.91,0.06,11.68,0.00,0.00,0.00,0.00,0.00,IMPORT 11.7MW
5576,2022-08-21 08:00:00,9.99,1.69,0.03,8.27,0.00,0.00,0.00,0.00,0.00,IMPORT 8.3MW
5577,2022-08-21 09:00:00,11.44,2.26,0.00,9.19,0.00,0.00,0.00,0.00,0.00,IMPORT 9.2MW
5578,2022-08-21 10:00:00,12.72,2.99,0.00,9.72,0.00,0.00,0.00,0.00,0.00,IMPORT 9.7MW
5579,2022-08-21 11:00:00,9.98,3.29,0.00,6.69,0.00,0.00,0.00,0.00,0.00,IMPORT 6.7MW
5580,2022-08-21 12:00:00,12.18,3.36,0.00,8.82,0.00,0.00,0.00,0.00,0.00,IMPORT 8.8MW
5581,2022-08-21 13:00:00,7.25,3.13,0.00,4.12,0.00,0.00,0.00,0.00,0.00,IMPORT 4.1MW
5582,2022-08-21 14:00:00,7.92,2.20,0.02,5.70,0.00,0.00,0.00,0.00,0.00,IMPORT 5.7MW
5583,2022-08-21 15:00:00,8.43,2.15,0.03,6.25,0.00,0.00,0.00,0.00,0.00,IMPORT 6.2MW
5584,2022-08-21 16:00:00,6.47,1.50,0.01,4.96,0.00,0.00,0.00,0.00,0.00,IMPORT 5.0MW
5585,2022-08-21 17:00:00,6.98,0.75,0.00,20.00,13.78,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.8MW
5586,2022-08-21 18:00:00,6.06,0.26,0.00,20.00,14.20,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.2MW
5587,2022-08-21 19:00:00,8.91,0.00,0.00,20.00,11.09,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 11.1MW
5588,2022-08-21 20:00:00,9.34,0.00,0.00,20.00,10.66,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 10.7MW
5589,2022-08-21 21:00:00,8.04,0.00,0.00,20.00,11.96,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 12.0MW
5590,2022-08-21 22:00:00,8.29,0.00,0.00,20.00,11.71,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 11.7MW
5591,2022-08-21 23:00:00,7.05,0.00,0.07,20.00,13.01,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.0MW
5592,2022-08-22 00:00:00,6.28,0.00,0.24,20.00,13.95,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.0MW
5593,2022-08-22 01:00:00,6.79,0.00,0.35,20.00,13.56,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.6MW
5594,2022-08-22 02:00:00,11.34,0.00,0.47,10.88,0.00,0.00,0.00,0.00,0.00,IMPORT 10.9MW
5595,2022-08-22 03:00:00,9.84,0.00,0.45,9.39,0.00,0.00,0.00,0.00,0.00,IMPORT 9.4MW
5596,2022-08-22 04:00:00,14.34,0.00,0.31,20.00,5.97,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 6.0MW
5597,2022-08-22 05:00:00,12.24,0.00,0.22,20.00,7.98,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 8.0MW
5598,2022-08-22 06:00:00,10.67,0.20,0.14,20.00,9.67,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 9.7MW
5599,2022-08-22 07:00:00,12.82,0.39,0.14,20.00,7.71,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 7.7MW
5600,2022-08-22 08:00:00,12.95,0.71,0.09,20.00,7.85,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 7.8MW
5601,2022-08-22 09:00:00,9.36,0.97,0.21,20.00,11.81,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 11.8MW
5602,2022-08-22 10:00:00,12.78,1.29,0.47,20.00,8.98,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 9.0MW
5603,2022-08-22 11:00:00,9.66,1.50,0.60,20.00,12.44,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 12.4MW
5604,2022-08-22 12:00:00,9.36,2.05,0.65,20.00,13.34,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.3MW
5605,2022-08-22 13:00:00,8.41,2.39,0.71,20.00,14.69,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.7MW
5606,2022-08-22 14:00:00,7.55,2.46,0.79,20.00,15.69,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 15.7MW
5607,2022-08-22 15:00:00,8.88,2.29,0.82,20.00,14.23,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.2MW
5608,2022-08-22 16:00:00,4.48,1.75,0.80,17.93,16.00,0.00,0.00,0.00,0.00,IMPORT 17.9MW + EXPORT 16.0MW
5609,2022-08-22 17:00:00,3.83,0.99,0.74,18.10,16.00,0.00,0.00,0.00,0.00,IMPORT 18.1MW + EXPORT 16.0MW
5610,2022-08-22 18:00:00,5.46,0.31,0.55,20.00,15.40,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 15.4MW
5611,2022-08-22 19:00:00,6.46,0.00,0.54,20.00,14.07,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.1MW
5612,2022-08-22 20:00:00,10.04,0.00,0.58,20.00,10.54,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 10.5MW
5613,2022-08-22 21:00:00,9.67,0.00,0.57,20.00,10.89,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 10.9MW
5614,2022-08-22 22:00:00,7.69,0.00,0.56,7.14,0.00,0.00,0.00,0.00,0.00,IMPORT 7.1MW
5615,2022-08-22 23:00:00,8.29,0.00,0.51,20.00,12.23,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 12.2MW
5616,2022-08-23 00:00:00,10.24,0.00,0.40,20.00,10.16,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 10.2MW
5617,2022-08-23 01:00:00,6.64,0.00,0.26,20.00,13.62,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.6MW
5618,2022-08-23 02:00:00,8.71,0.00,0.17,20.00,11.46,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 11.5MW
5619,2022-08-23 03:00:00,10.63,0.00,0.15,20.00,9.52,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 9.5MW
5620,2022-08-23 04:00:00,11.11,0.00,0.04,20.00,8.94,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 8.9MW
5621,2022-08-23 05:00:00,14.43,0.00,0.01,20.00,5.58,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 5.6MW
5622,2022-08-23 06:00:00,11.18,0.20,0.01,20.00,9.04,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 9.0MW
5623,2022-08-23 07:00:00,15.21,0.54,0.04,20.00,5.37,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 5.4MW
5624,2022-08-23 08:00:00,12.02,1.02,0.22,20.00,9.22,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 9.2MW
5625,2022-08-23 09:00:00,8.86,1.37,0.45,20.00,12.96,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.0MW
5626,2022-08-23 10:00:00,10.96,1.50,0.63,20.00,11.17,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 11.2MW
5627,2022-08-23 11:00:00,9.92,1.80,0.60,20.00,12.48,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 12.5MW
5628,2022-08-23 12:00:00,9.35,2.07,0.42,20.00,13.14,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.1MW
5629,2022-08-23 13:00:00,8.36,2.17,0.34,20.00,14.15,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.2MW
5630,2022-08-23 14:00:00,6.43,1.72,0.30,20.00,15.59,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 15.6MW
5631,2022-08-23 15:00:00,5.75,1.43,0.22,20.00,15.91,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 15.9MW
5632,2022-08-23 16:00:00,5.55,1.12,0.07,20.00,15.65,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 15.6MW
5633,2022-08-23 17:00:00,6.17,0.56,0.04,20.00,14.44,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.4MW
5634,2022-08-23 18:00:00,7.04,0.19,0.02,20.00,16.00,2.82,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 16.0MW + DG 2.8MW
5635,2022-08-23 19:00:00,5.18,0.00,0.03,20.00,16.00,1.15,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 16.0MW + DG 1.1MW
5636,2022-08-23 20:00:00,6.99,0.00,0.03,20.00,13.04,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.0MW
5637,2022-08-23 21:00:00,10.83,0.00,0.02,20.00,9.19,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 9.2MW
5638,2022-08-23 22:00:00,7.73,0.00,0.02,20.00,12.29,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 12.3MW
5639,2022-08-23 23:00:00,9.30,0.00,0.03,20.00,10.72,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 10.7MW
5640,2022-08-24 00:00:00,10.31,0.00,0.03,20.00,9.72,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 9.7MW
5641,2022-08-24 01:00:00,9.83,0.00,0.03,20.00,10.20,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 10.2MW
5642,2022-08-24 02:00:00,8.70,0.00,0.04,20.00,11.34,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 11.3MW
5643,2022-08-24 03:00:00,9.10,0.00,0.06,20.00,10.97,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 11.0MW
5644,2022-08-24 04:00:00,11.49,0.00,0.07,20.00,8.58,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 8.6MW
5645,2022-08-24 05:00:00,13.65,0.00,0.07,20.00,6.42,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 6.4MW
5646,2022-08-24 06:00:00,11.60,0.24,0.06,20.00,8.70,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 8.7MW
5647,2022-08-24 07:00:00,13.59,0.69,0.07,20.00,7.17,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 7.2MW
5648,2022-08-24 08:00:00,11.70,1.23,0.06,20.00,9.59,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 9.6MW
5649,2022-08-24 09:00:00,8.72,1.74,0.05,20.00,13.07,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 13.1MW
5650,2022-08-24 10:00:00,10.66,2.30,0.04,20.00,11.67,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 11.7MW
5651,2022-08-24 11:00:00,9.94,2.70,0.03,20.00,12.79,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 12.8MW
5652,2022-08-24 12:00:00,8.00,2.86,0.03,20.00,14.88,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.9MW
5653,2022-08-24 13:00:00,5.46,2.93,0.02,18.50,16.00,0.00,0.00,0.00,0.00,IMPORT 18.5MW + EXPORT 16.0MW
5654,2022-08-24 14:00:00,5.83,2.53,0.02,19.29,16.00,0.00,0.00,0.00,0.00,IMPORT 19.3MW + EXPORT 16.0MW
5655,2022-08-24 15:00:00,3.89,1.81,0.01,18.07,16.00,0.00,0.00,0.00,0.00,IMPORT 18.1MW + EXPORT 16.0MW
5656,2022-08-24 16:00:00,2.60,1.40,0.00,17.20,16.00,0.00,0.00,0.00,0.00,IMPORT 17.2MW + EXPORT 16.0MW
5657,2022-08-24 17:00:00,1.73,0.82,0.00,16.91,16.00,0.00,0.00,0.00,0.00,IMPORT 16.9MW + EXPORT 16.0MW
5658,2022-08-24 18:00:00,3.48,0.25,0.00,19.22,16.00,0.00,0.00,0.00,0.00,IMPORT 19.2MW + EXPORT 16.0MW
5659,2022-08-24 19:00:00,2.78,0.00,0.00,18.78,16.00,0.00,0.00,0.00,0.00,IMPORT 18.8MW + EXPORT 16.0MW
5660,2022-08-24 20:00:00,2.34,0.00,0.00,18.34,16.00,0.00,0.00,0.00,0.00,IMPORT 18.3MW + EXPORT 16.0MW
5661,2022-08-24 21:00:00,4.86,0.00,0.00,20.00,15.14,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 15.1MW
5662,2022-08-24 22:00:00,4.48,0.00,0.00,20.00,15.52,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 15.5MW
5663,2022-08-24 23:00:00,4.16,0.00,0.00,20.00,15.84,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 15.8MW
5664,2022-08-25 00:00:00,2.41,0.00,0.00,18.41,16.00,0.00,0.00,0.00,0.00,IMPORT 18.4MW + EXPORT 16.0MW
5665,2022-08-25 01:00:00,4.32,0.00,0.00,20.00,15.68,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 15.7MW
5666,2022-08-25 02:00:00,5.77,0.00,0.00,20.00,14.23,0.00,0.00,0.00,0.00,IMPORT 20.0MW + EXPORT 14.2MW
5667,2022-08-25 03:00:00,3.57,0.00,0.00,19.57,16.00,0.00,0.00,0.00,0.00,IMPORT 19.6MW + EXPORT 16.0MW
5668,2022-08-25 04:00:00,3.78,0.00,0.00,19.78,16.00,0.00,0.00,0.00,0.00,IMPORT 19.8MW + EXPORT 16.0MW
5669,2022-08-25 05:00:00,3.59,0.00,0.00,19.59,16.00,0.00,0.00,0.00,0.00,IMPORT 19.6MW + EXPORT 16.0MW
